Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.6519758829168329,-5.955662127564826,0.9018071430915029,-4.934540294513511,3.0281803484537259 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.4751909855000937,-8.423534782667558,0.28755869026838357,-7.022219575667407,2.94065104950172 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,2.2786766574443488,-10.899623177537574,-0.32997433112336696,-9.11657874247868,2.820346780718209 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,2.066363070755056,-13.382287859232348,-0.9613185281168057,-11.219002956074974,2.6766962940549114 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,2.007918245206796,-13.1837620321768,-1.0242198572637449,-11.069046102716698,2.5468148152175908 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,1.935021079868931,-13.006504770031379,-1.0488358922436306,-10.921847702472235,2.448491782243681 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,1.879107431089102,-12.828057727742806,-1.068353133886717,-10.774271653643837,2.3771879648733447 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.834545587645182,-12.649674446919056,-1.0752437279857077,-10.624035057349204,2.322244074576124 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.7916991530465483,-12.524845717516737,-1.0739625885204305,-10.493157497375592,2.274671874800423 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.7522720527257548,-12.401436973426913,-1.0735182296403992,-10.353901871146036,2.229789414192935 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,1.7138547609338524,-12.279618520550193,-1.0716119596268073,-10.213839073399754,2.1860766816893326 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6759791682154326,-12.159450390427269,-1.0690664139882529,-10.073956542988583,2.143248593080438 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6344939013353417,-12.129226098681122,-1.1145090228939126,-10.091422446234902,2.100443900163515 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5934128224921358,-12.100172043791732,-1.1545243006329998,-10.115958371565114,2.0573265316246998 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5521854616934928,-12.07273547264758,-1.1938130501899878,-10.140423708625918,2.0139805149114826 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5108956120910795,-12.046783011154375,-1.2329057447382184,-10.164174889163292,1.9705770853233798 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,1.4752899304376109,-11.924598543122884,-1.2369923390330087,-10.076011636018166,1.9282310040497968 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,1.439873847494562,-11.802505061877085,-1.242920912689442,-9.980013495485423,1.8874133850252102 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,1.4054225217580337,-11.680390732804796,-1.248595134948232,-9.883180774211496,1.847926297967815 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3717863981969883,-11.558286256183692,-1.2535161661575103,-9.78612116590375,1.8094162077122072 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3309132276330329,-11.55911773845942,-1.2853182418867846,-9.788524542270182,1.770399162161393 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2906577282589887,-11.55986752457387,-1.3188685965153582,-9.794384763648282,1.7300860466796136 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.249839345270667,-11.560661051016434,-1.3548301862318795,-9.79896675933054,1.6885768759669178 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2086945049526075,-11.561457225244654,-1.3866105001310417,-9.807155223169503,1.6464994754438165 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.1696337304711276,-11.536527600807739,-1.426644455456767,-9.825488403001146,1.6044840425115353 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.1304146115163792,-11.51289295423368,-1.463156209973647,-9.844838302982112,1.562933948464266 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0914508503804029,-11.490455747810236,-1.4992518040443202,-9.863806601696752,1.5218714787185513 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0527742894365746,-11.469145532762937,-1.5349261869349676,-9.882137267066583,1.4811878945203175 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0132600094061853,-11.421065371104213,-1.55024063225369,-9.836853994671629,1.440470634558762 
