Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.9750216019880899,-5.913304583905068,2.812727280289664,-4.5410071784392589,5.4114705724950389 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.794460773701895,-8.380892529726266,2.2052899174419737,-6.628635288101009,5.316393650578313 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,4.594044622227231,-10.856490954188202,1.5924962887065136,-8.722737837394903,5.1892542827937 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,4.377773256751847,-13.338699357758092,0.965197651145786,-10.824615985617357,5.039681973280751 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,4.312051671664382,-13.139826762610282,0.8977539145118385,-10.668992332605058,4.904749450061288 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,4.232524606018778,-12.962707932480724,0.8663383291122955,-10.523554097317743,4.801653885807098 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,4.1701301537361818,-12.784420199700988,0.8404196362715197,-10.377723152647946,4.725223278737826 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,4.118971308768258,-12.60620767186415,0.8271783188100699,-10.229242489385968,4.664531043236132 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.069528183001209,-12.480339635656153,0.823928376492006,-10.093927440291396,4.610671266153086 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.023260214725186,-12.355847872798704,0.8157373882670527,-9.939671241479232,4.559094573168686 
