Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.361716343920851,-5.906268800418518,3.1322504128243056,-4.475611205837254,5.807985828933323 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.180537192401077,-8.373792462763039,2.525766338159542,-6.563226136112462,5.711673047848479 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,4.979446867078958,-10.849311387454137,1.9136788128427043,-8.65726855948526,5.58339497324608 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,4.762495913402064,-13.33144423054089,1.2869767074092807,-10.759047320748778,5.432821412132066 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,4.6955615796297389,-13.132514929675479,1.2187408922542887,-10.602568504359113,5.2970202881755858 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,4.6149265766582039,-12.95541960740015,1.186192599793685,-10.457422438471497,5.193095922639824 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,4.551444043184027,-12.777158678428507,1.159202464277712,-10.311877811838145,5.115778297735026 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,4.499176767720422,-12.598974784665579,1.1448953638566764,-10.163685658331986,5.054101079400914 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.448624548160509,-12.472933745641037,1.1408677916223269,-10.027655888193579,4.9991736011785579 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.4012176823805009,-12.348261520757806,1.1318406991536563,-9.872483187561955,4.9464776448379939 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,4.3547753090596699,-12.225118558929755,1.1313768811577348,-9.73545819299244,4.894787599297819 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.308742846809576,-12.103555818678377,1.1247095534309324,-9.580720254344783,4.843872887496709 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.259058965500103,-12.075088265848369,1.0732725680204567,-9.615677976720406,4.792899516378989 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.209753112168936,-12.047716940240374,1.0248630057179185,-9.649859995440068,4.741530411976591 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.160279625505124,-12.02188143961007,0.976819979977904,-9.683136315810259,4.689870107363732 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.110736762600961,-11.99745092455348,0.9289686827398782,-9.715427143355612,4.638122678482659 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,4.0668276678349459,-11.875465702102542,0.9175578609323338,-9.628885761927336,4.587480633636067 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,4.023129754951297,-11.753553895640915,0.9040571773718966,-9.534344883068684,4.538428041390907 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,3.980449210358765,-11.631619799878657,0.8908349065537209,-9.43895899722122,4.490742678630656 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.938618035556856,-11.509695246287166,0.8784066095132062,-9.343338540383684,4.444050924547482 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.8897623013568416,-11.510655979809796,0.8369297556592983,-9.344297827856736,4.396754958345242 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.8415380747416538,-11.511558709099429,0.796477309551733,-9.351956505982003,4.3481416746003529 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.792777343733336,-11.512503614581757,0.7562094798793169,-9.360207609226336,4.2984860491733569 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.743700787090964,-11.513446690124349,0.7155779309888999,-9.368607553190941,4.24830056095086 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6966289279423889,-11.48992569512428,0.6689047370520598,-9.395926265398885,4.198259507378387 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6494322710357256,-11.467624202408994,0.6240499124825192,-9.42339722960969,4.148713080679608 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.602524874651755,-11.446456767427707,0.5796174753764944,-9.45013320630477,4.099644915350817 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.555915002203192,-11.42635620281339,0.5356662352098169,-9.476002893747989,4.050941059035729 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,3.5086873381790397,-11.377338236743542,0.51555704527334,-9.42578859602554,4.002262877898447 
