Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.826387004459437,-5.934252638207974,1.8662124900100708,-4.735397225493216,4.2335314233447829 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.6478042751661499,-8.40197186035564,1.255493994780295,-6.823088771553785,4.1421183770183369 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,3.449319013857481,-10.877816620761623,0.6404963992483204,-8.91733642187171,4.018299874920827 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,3.235008252758843,-13.360250184580537,0.011277441515289866,-11.019501123199177,3.8716350611193004 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,3.172869269820259,-13.161547987398436,-0.053890169346288988,-10.866561497510134,3.739217483726405 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,3.0966180385130568,-12.98436000032696,-0.08195416315300008,-10.720256284675316,3.6385203680836075 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,3.0374373950384609,-12.805993043912159,-0.10470507907905358,-10.573569232724708,3.5646672008685984 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.989552911450379,-12.627695794207062,-0.11479700809155702,-10.42422602330771,3.5068536921959998 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.943385454322673,-12.502341618717232,-0.11577650327706124,-10.291073156756739,3.4561301633128669 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.900484671696195,-12.378385575726961,-0.12152146280470788,-10.139594894958293,3.407853105350543 
