Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.4436917962218098,-5.941225169792293,1.5515276030740779,-4.8002544581401029,3.8408243794512124 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.265701729829147,-8.408998265929574,0.9397112646314554,-6.887944264427915,3.7506714050681815 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,3.067865764974684,-10.884922252802362,0.3239178969377008,-8.982233249034153,3.627995994224805 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,2.8542111243766437,-13.367431059836085,-0.30596976820538659,-11.084485399507912,3.482316456195051 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,2.7932755344416817,-13.168786085429514,-0.37038804966528007,-10.932488451634982,3.350733447278667 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,2.718118277223336,-12.991575371963624,-0.3973289491420928,-10.785892554098269,3.2508209447558489 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,2.6600050568043644,-12.813182226321765,-0.41902466408595276,-10.638917272112565,3.1778095088446998 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.613206520706576,-12.634856879630755,-0.42807089266023015,-10.489284252147059,3.120940338460321 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.568124717929545,-12.509673918909698,-0.42830654392378167,-10.35686529897248,3.071250630076564 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.5263963861836267,-12.385896267627599,-0.4294566606053536,-10.215820994472097,3.0241265285598479 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.4856387859090378,-12.263690458240836,-0.4291850016511489,-10.073914739053294,2.9781074548310095 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.4454082395282814,-12.143115650045156,-0.42828402036855098,-9.93213678912565,2.932943803362672 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.401525682937663,-12.11340341913455,-0.4765023012644747,-9.952252143874489,2.887761997449959 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.358047274972599,-12.084840918031146,-0.5191096993804081,-9.979447086521362,2.842229911795221 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.3144108278263717,-12.057872004634023,-0.5609756804492463,-10.006511585399835,2.796448204680843 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.270709255501134,-12.032363994779829,-0.602637451333635,-10.032797076176735,2.750602845784807 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,2.2326769772835175,-11.910237983214414,-0.6088577630105192,-9.945106357018404,2.705832139246315 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,2.1948415226531807,-11.788197572524624,-0.6169946293681505,-9.849531659258674,2.6626098672370337 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,2.1579873050328239,-11.666135882817079,-0.6248694530212902,-9.7531190736089,2.620729758344279 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.1219587289551926,-11.544083962778718,-0.6319785943528586,-9.656477134833552,2.579831684982066 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0787718381572777,-11.544952749598462,-0.6656877214752512,-9.659422706500778,2.5384290871491008 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0361688766006149,-11.545746232075615,-0.7038909683579391,-9.663338570731753,2.4956383921120048 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.9930346626038727,-11.546586163089727,-0.7394751018313173,-9.670307369438888,2.4517207798366287 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.9495408374233796,-11.54742463920298,-0.7752864406357958,-9.677734326552184,2.4072213235387358 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.908139204363812,-11.522907600449605,-0.8158198984958744,-9.699599266738119,2.3628596709055396 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.86659020290248,-11.499661341563997,-0.8547059439044915,-9.721491034389544,2.3190030801212617 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8253204493983873,-11.477594474764129,-0.8932277683346683,-9.742772175264293,2.2756325724368806 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.7843405319285486,-11.45663746298562,-0.9313108166043662,-9.763331747594464,2.2326261954243726 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,1.7425845720213394,-11.408283550186069,-0.9479878806798752,-9.716567478058892,2.1895938607998266 
 01/01  07:30:00,-10.3,113.15769859672013,1.0,22.819555959623899,1.0,22.819555959623899,113.15769859672013,1.8132307901720347,-9.735115291375326,-0.6028237349484584,-9.363232179515763,2.1627518739163609 
 01/01  07:45:00,-10.15,555.8522440582076,1.0,109.75755355442667,1.0,109.75755355442667,555.8522440582076,2.189660490688525,-3.371057073132573,0.8389644312020437,-8.12862383018529,2.1968497823195367 
 01/01  08:00:00,-10.0,1011.5868634531793,1.0,195.8764694434918,1.0,195.8764694434918,1011.5868634531793,2.686058930377974,3.1362708713998255,2.4622696417659428,-6.878655855150896,2.2967687628398849 
 01/01  08:15:00,-9.725,1466.6040451198474,1.0,278.97248314719988,1.0,278.97248314719988,1466.6040451198474,3.0394816130359327,8.292584023804354,3.9765045844566204,-5.7802484793647299,2.4469313500892095 
